Activity,Health Goal,Duration (minutes),Calories Burned,Satisfaction Score,Frequency Per Week,Equipment Required,Intensity Level,Age Group,Cost (USD),Benefits,User Feedback,Workout Type
Weight Lifting,Weight Loss,109,178,3,6,None,Medium,Seniors,42,Enhances muscle strength,I did not enjoy Weight Lifting.,Flexibility
Kickboxing,Weight Loss,67,453,9,5,Swimming Costume,Low,Teens,44,Boosts flexibility,Kickboxing was very satisfying!,Mixed
Pilates,Weight Loss,71,216,8,7,Climbing Gear,Low,Teens,21,Aids in weight loss,Pilates was very satisfying!,Strength
Yoga,Weight Loss,108,246,3,7,Yoga Mat,Medium,Teens,27,Improves cardiovascular health,I did not enjoy Yoga.,Strength
Kickboxing,Mental Clarity,96,372,3,5,Swimming Costume,Low,Teens,22,Aids in weight loss,I did not enjoy Kickboxing.,Mixed
Weight Lifting,Mental Clarity,45,540,2,6,Boxing Gloves,Low,Teens,4,Improves mood,I did not enjoy Weight Lifting.,Balance
Meditation,Weight Loss,46,333,3,4,None,Medium,Adults,18,Improves mood,I did not enjoy Meditation.,Strength
Rock Climbing,Weight Loss,71,417,7,7,Climbing Gear,High,Seniors,16,Boosts flexibility,Rock Climbing was very satisfying!,Balance
Yoga,Cardiovascular Fitness,78,225,2,4,"Mat, Reformer",Medium,Adults,2,Improves mood,I did not enjoy Yoga.,Balance
Kickboxing,Muscle Gain,68,556,8,7,Bicycle,High,Teens,47,Boosts flexibility,Kickboxing was very satisfying!,Strength
Rock Climbing,Flexibility,67,151,8,4,"Mat, Reformer",Medium,Seniors,31,Aids in weight loss,Rock Climbing was very satisfying!,Aerobic
HIIT,Muscle Gain,32,537,10,2,Boxing Gloves,Low,Teens,12,Enhances muscle strength,HIIT was very satisfying!,Strength
Pilates,Cardiovascular Fitness,118,510,6,6,None,Medium,Seniors,3,Improves cardiovascular health,Pilates was very satisfying!,Flexibility
Kickboxing,Muscle Gain,72,455,10,7,Swimming Costume,High,Seniors,1,Improves cardiovascular health,Kickboxing was very satisfying!,Aerobic
Rock Climbing,Weight Loss,113,498,7,7,Weights,Medium,Adults,30,Promotes mental clarity,Rock Climbing was very satisfying!,Aerobic
Meditation,Flexibility,81,160,7,6,None,High,Adults,28,Enhances muscle strength,Meditation was very satisfying!,Balance
Meditation,Overall Fitness,62,334,2,3,None,Low,Adults,40,Increases balance,I did not enjoy Meditation.,Mixed
Dance,Weight Loss,37,428,4,2,Bicycle,Medium,Seniors,25,Increases balance,I did not enjoy Dance.,Mixed
Yoga,Weight Loss,81,443,7,5,Boxing Gloves,Low,Adults,29,Increases balance,Yoga was very satisfying!,Aerobic
Yoga,Cardiovascular Fitness,47,160,6,3,Bicycle,Low,Seniors,45,Boosts flexibility,Yoga was very satisfying!,Aerobic
Zumba,Flexibility,30,414,3,6,Bicycle,Medium,Seniors,35,Enhances endurance,I did not enjoy Zumba.,Aerobic
Running,Weight Loss,85,360,2,5,Yoga Mat,Medium,Teens,18,Improves mood,I did not enjoy Running.,Mixed
Rock Climbing,Weight Loss,39,293,7,6,Weights,Medium,Seniors,30,Improves mood,Rock Climbing was very satisfying!,Mixed
HIIT,Cardiovascular Fitness,84,397,9,6,Weights,Low,Adults,28,Increases balance,HIIT was very satisfying!,Aerobic
Weight Lifting,Cardiovascular Fitness,108,473,10,2,Boxing Gloves,Medium,Teens,27,Promotes mental clarity,Weight Lifting was very satisfying!,Flexibility
Running,Weight Loss,65,289,6,6,"Mat, Reformer",High,Adults,20,Improves cardiovascular health,Running was very satisfying!,Mixed
Swimming,Muscle Gain,71,356,1,5,Climbing Gear,Medium,Seniors,0,Improves cardiovascular health,I did not enjoy Swimming.,Balance
Running,Overall Fitness,105,174,3,3,Swimming Costume,Low,Adults,36,Enhances endurance,I did not enjoy Running.,Aerobic
Pilates,Flexibility,116,554,6,2,Boxing Gloves,Medium,Adults,17,Enhances muscle strength,Pilates was very satisfying!,Aerobic
Kickboxing,Flexibility,107,152,5,7,Swimming Costume,High,Teens,35,Enhances muscle strength,I did not enjoy Kickboxing.,Aerobic
Yoga,Overall Fitness,100,447,2,5,"Mat, Reformer",Medium,Seniors,50,Increases balance,I did not enjoy Yoga.,Flexibility
Swimming,Cardiovascular Fitness,96,158,6,5,Yoga Mat,Medium,Teens,9,Aids in weight loss,Swimming was very satisfying!,Mixed
Meditation,Mental Clarity,35,484,7,4,None,High,Seniors,48,Improves mood,Meditation was very satisfying!,Flexibility
HIIT,Cardiovascular Fitness,43,339,4,4,Climbing Gear,High,Seniors,10,Increases balance,I did not enjoy HIIT.,Flexibility
Walking,Cardiovascular Fitness,114,365,7,2,None,Low,Seniors,42,Increases balance,Walking was very satisfying!,Flexibility
Pilates,Overall Fitness,76,220,9,6,Climbing Gear,Medium,Adults,47,Boosts flexibility,Pilates was very satisfying!,Mixed
Pilates,Cardiovascular Fitness,48,498,8,7,Yoga Mat,Low,Adults,4,Boosts flexibility,Pilates was very satisfying!,Flexibility
Dance,Overall Fitness,46,155,5,7,None,Medium,Teens,46,Increases balance,I did not enjoy Dance.,Aerobic
HIIT,Mental Clarity,100,422,10,5,Bicycle,Low,Teens,41,Improves mood,HIIT was very satisfying!,Flexibility
Running,Weight Loss,20,478,2,1,Weights,Medium,Adults,42,Aids in weight loss,I did not enjoy Running.,Strength
Rock Climbing,Flexibility,64,434,6,7,Bicycle,Low,Teens,44,Aids in weight loss,Rock Climbing was very satisfying!,Strength
Weight Lifting,Flexibility,108,300,10,5,Weights,High,Teens,50,Improves mood,Weight Lifting was very satisfying!,Strength
Pilates,Muscle Gain,97,281,8,7,Boxing Gloves,Low,Seniors,1,Boosts flexibility,Pilates was very satisfying!,Flexibility
Yoga,Muscle Gain,101,508,10,3,Swimming Costume,High,Adults,6,Improves mood,Yoga was very satisfying!,Balance
Zumba,Muscle Gain,60,512,4,5,Swimming Costume,Low,Teens,32,Enhances endurance,I did not enjoy Zumba.,Mixed
Dance,Cardiovascular Fitness,87,415,2,3,"Mat, Reformer",Medium,Seniors,32,Improves cardiovascular health,I did not enjoy Dance.,Mixed
Kickboxing,Weight Loss,24,395,6,6,None,Low,Teens,0,Enhances muscle strength,Kickboxing was very satisfying!,Balance
Swimming,Mental Clarity,49,590,4,5,Swimming Costume,Low,Teens,4,Increases balance,I did not enjoy Swimming.,Mixed
Walking,Muscle Gain,43,375,2,5,None,High,Seniors,7,Enhances endurance,I did not enjoy Walking.,Flexibility
Swimming,Cardiovascular Fitness,104,322,5,3,Weights,Medium,Teens,3,Improves mood,I did not enjoy Swimming.,Strength
Yoga,Weight Loss,72,187,9,2,Boxing Gloves,High,Adults,1,Improves cardiovascular health,Yoga was very satisfying!,Balance
Meditation,Mental Clarity,27,597,10,5,None,Medium,Adults,20,Enhances muscle strength,Meditation was very satisfying!,Strength
Meditation,Weight Loss,21,474,3,2,None,High,Teens,42,Increases balance,I did not enjoy Meditation.,Mixed
Cycling,Flexibility,25,511,7,1,None,Medium,Teens,41,Improves cardiovascular health,Cycling was very satisfying!,Aerobic
Cycling,Muscle Gain,73,400,5,4,Climbing Gear,Medium,Seniors,22,Promotes mental clarity,I did not enjoy Cycling.,Strength
Weight Lifting,Weight Loss,72,235,9,1,Yoga Mat,Medium,Teens,8,Improves mood,Weight Lifting was very satisfying!,Strength
Swimming,Muscle Gain,73,441,7,7,None,Low,Adults,34,Increases balance,Swimming was very satisfying!,Mixed
HIIT,Muscle Gain,54,439,10,3,Bicycle,Low,Teens,12,Increases balance,HIIT was very satisfying!,Strength
Cycling,Muscle Gain,47,495,10,7,Boxing Gloves,Medium,Teens,23,Promotes mental clarity,Cycling was very satisfying!,Mixed
HIIT,Cardiovascular Fitness,27,461,3,3,None,High,Teens,23,Enhances endurance,I did not enjoy HIIT.,Flexibility
Yoga,Overall Fitness,94,587,7,2,Bicycle,Low,Teens,28,Boosts flexibility,Yoga was very satisfying!,Aerobic
Pilates,Mental Clarity,48,521,3,3,Swimming Costume,Medium,Teens,38,Promotes mental clarity,I did not enjoy Pilates.,Mixed
Meditation,Muscle Gain,105,508,6,6,None,Medium,Seniors,42,Improves cardiovascular health,Meditation was very satisfying!,Flexibility
Weight Lifting,Overall Fitness,38,385,2,5,Weights,High,Seniors,44,Enhances endurance,I did not enjoy Weight Lifting.,Mixed
Kickboxing,Overall Fitness,112,372,9,7,None,Low,Seniors,28,Improves mood,Kickboxing was very satisfying!,Aerobic
HIIT,Muscle Gain,20,597,5,5,Climbing Gear,High,Seniors,47,Promotes mental clarity,I did not enjoy HIIT.,Balance
Meditation,Overall Fitness,37,266,7,2,None,Medium,Adults,1,Enhances muscle strength,Meditation was very satisfying!,Strength
Walking,Mental Clarity,64,216,10,7,None,High,Teens,13,Promotes mental clarity,Walking was very satisfying!,Mixed
Dance,Cardiovascular Fitness,60,167,9,3,"Mat, Reformer",Low,Adults,2,Aids in weight loss,Dance was very satisfying!,Mixed
Weight Lifting,Cardiovascular Fitness,105,412,3,5,Weights,Medium,Teens,13,Boosts flexibility,I did not enjoy Weight Lifting.,Strength
HIIT,Muscle Gain,48,540,7,5,None,Low,Seniors,2,Enhances endurance,HIIT was very satisfying!,Aerobic
Cycling,Mental Clarity,31,234,9,4,Bicycle,Low,Adults,7,Enhances endurance,Cycling was very satisfying!,Mixed
Pilates,Cardiovascular Fitness,28,269,8,5,Bicycle,High,Seniors,28,Boosts flexibility,Pilates was very satisfying!,Balance
Swimming,Overall Fitness,81,207,10,1,Bicycle,Low,Teens,21,Improves cardiovascular health,Swimming was very satisfying!,Aerobic
Rock Climbing,Muscle Gain,81,381,3,3,Bicycle,High,Seniors,7,Increases balance,I did not enjoy Rock Climbing.,Strength
Pilates,Weight Loss,71,341,7,6,"Mat, Reformer",Low,Teens,21,Improves cardiovascular health,Pilates was very satisfying!,Balance
HIIT,Muscle Gain,33,245,7,2,Boxing Gloves,High,Teens,10,Increases balance,HIIT was very satisfying!,Flexibility
Cycling,Muscle Gain,84,248,8,6,"Mat, Reformer",Low,Adults,6,Enhances muscle strength,Cycling was very satisfying!,Flexibility
Cycling,Mental Clarity,33,465,5,4,Boxing Gloves,Low,Adults,46,Promotes mental clarity,I did not enjoy Cycling.,Balance
Rock Climbing,Muscle Gain,22,367,10,5,Weights,Medium,Teens,49,Increases balance,Rock Climbing was very satisfying!,Aerobic
Kickboxing,Overall Fitness,94,300,5,5,Boxing Gloves,Medium,Teens,9,Boosts flexibility,I did not enjoy Kickboxing.,Strength
Cycling,Weight Loss,61,460,5,1,None,Low,Teens,25,Enhances endurance,I did not enjoy Cycling.,Aerobic
Swimming,Muscle Gain,59,174,10,3,Yoga Mat,High,Seniors,21,Improves mood,Swimming was very satisfying!,Flexibility
Swimming,Muscle Gain,51,387,3,4,"Mat, Reformer",Low,Seniors,48,Improves mood,I did not enjoy Swimming.,Balance
Yoga,Mental Clarity,119,282,7,5,Bicycle,High,Teens,39,Aids in weight loss,Yoga was very satisfying!,Mixed
Kickboxing,Cardiovascular Fitness,74,452,4,1,None,Low,Teens,14,Promotes mental clarity,I did not enjoy Kickboxing.,Balance
Zumba,Weight Loss,90,387,1,2,None,High,Adults,31,Boosts flexibility,I did not enjoy Zumba.,Balance
Zumba,Weight Loss,34,267,1,1,Yoga Mat,Low,Seniors,21,Enhances endurance,I did not enjoy Zumba.,Flexibility
HIIT,Muscle Gain,118,425,4,5,Bicycle,Medium,Seniors,45,Enhances muscle strength,I did not enjoy HIIT.,Strength
Yoga,Overall Fitness,40,583,4,6,Climbing Gear,High,Adults,42,Enhances endurance,I did not enjoy Yoga.,Balance
Zumba,Mental Clarity,51,476,7,4,Boxing Gloves,Low,Adults,16,Improves cardiovascular health,Zumba was very satisfying!,Aerobic
Running,Muscle Gain,26,582,10,1,Swimming Costume,Low,Adults,42,Improves mood,Running was very satisfying!,Aerobic
Zumba,Flexibility,51,239,10,5,Swimming Costume,High,Teens,0,Aids in weight loss,Zumba was very satisfying!,Balance
Yoga,Cardiovascular Fitness,45,476,10,4,Boxing Gloves,Medium,Teens,44,Increases balance,Yoga was very satisfying!,Aerobic
Meditation,Overall Fitness,26,372,5,1,None,Low,Seniors,0,Improves mood,I did not enjoy Meditation.,Mixed
Running,Overall Fitness,26,571,6,7,"Mat, Reformer",Low,Teens,42,Enhances muscle strength,Running was very satisfying!,Strength
Dance,Cardiovascular Fitness,44,194,3,6,Weights,High,Teens,7,Enhances endurance,I did not enjoy Dance.,Strength
Weight Lifting,Overall Fitness,117,581,9,2,Weights,Low,Adults,1,Boosts flexibility,Weight Lifting was very satisfying!,Balance
Running,Overall Fitness,72,151,7,6,Boxing Gloves,Low,Seniors,49,Improves cardiovascular health,Running was very satisfying!,Mixed
Yoga,Flexibility,107,154,9,5,Boxing Gloves,High,Adults,5,Promotes mental clarity,Yoga was very satisfying!,Balance
Weight Lifting,Cardiovascular Fitness,36,220,9,3,Swimming Costume,Medium,Adults,1,Boosts flexibility,Weight Lifting was very satisfying!,Mixed
Pilates,Muscle Gain,71,286,10,6,Swimming Costume,Medium,Seniors,40,Improves mood,Pilates was very satisfying!,Balance
Yoga,Mental Clarity,60,527,5,5,Climbing Gear,Medium,Teens,34,Promotes mental clarity,I did not enjoy Yoga.,Aerobic
Meditation,Flexibility,90,452,7,7,None,Low,Teens,16,Improves mood,Meditation was very satisfying!,Flexibility
Weight Lifting,Weight Loss,120,445,10,4,None,Medium,Seniors,25,Enhances endurance,Weight Lifting was very satisfying!,Mixed
Rock Climbing,Mental Clarity,81,515,5,1,Weights,Medium,Adults,38,Improves mood,I did not enjoy Rock Climbing.,Aerobic
Yoga,Muscle Gain,71,500,1,2,Weights,High,Teens,33,Improves mood,I did not enjoy Yoga.,Flexibility
Walking,Flexibility,84,588,4,4,None,High,Adults,20,Improves mood,I did not enjoy Walking.,Mixed
Kickboxing,Weight Loss,57,397,3,7,"Mat, Reformer",High,Adults,42,Boosts flexibility,I did not enjoy Kickboxing.,Balance
Weight Lifting,Mental Clarity,82,202,7,7,None,Low,Teens,15,Boosts flexibility,Weight Lifting was very satisfying!,Flexibility
Yoga,Mental Clarity,98,298,10,3,Bicycle,High,Teens,26,Aids in weight loss,Yoga was very satisfying!,Aerobic
Pilates,Overall Fitness,46,455,5,7,"Mat, Reformer",High,Teens,50,Improves cardiovascular health,I did not enjoy Pilates.,Balance
Zumba,Cardiovascular Fitness,73,212,1,5,Climbing Gear,Medium,Seniors,34,Improves cardiovascular health,I did not enjoy Zumba.,Strength
Zumba,Overall Fitness,51,278,10,7,Bicycle,High,Seniors,26,Improves mood,Zumba was very satisfying!,Strength
Weight Lifting,Weight Loss,118,379,6,4,Weights,High,Teens,18,Improves cardiovascular health,Weight Lifting was very satisfying!,Mixed
Dance,Overall Fitness,81,513,2,3,Swimming Costume,Medium,Teens,1,Improves cardiovascular health,I did not enjoy Dance.,Flexibility
Pilates,Flexibility,108,569,9,7,Bicycle,Low,Adults,19,Aids in weight loss,Pilates was very satisfying!,Strength
Weight Lifting,Cardiovascular Fitness,88,318,2,1,Climbing Gear,Low,Seniors,43,Boosts flexibility,I did not enjoy Weight Lifting.,Balance
Meditation,Weight Loss,50,302,5,4,None,Medium,Adults,21,Boosts flexibility,I did not enjoy Meditation.,Aerobic
Dance,Overall Fitness,67,200,4,5,Climbing Gear,Low,Seniors,34,Improves mood,I did not enjoy Dance.,Strength
Dance,Weight Loss,44,210,6,2,Swimming Costume,High,Adults,36,Boosts flexibility,Dance was very satisfying!,Balance
Swimming,Cardiovascular Fitness,104,457,6,3,Bicycle,Low,Adults,4,Improves mood,Swimming was very satisfying!,Flexibility
Meditation,Overall Fitness,62,505,10,2,None,Medium,Seniors,20,Boosts flexibility,Meditation was very satisfying!,Strength
Walking,Mental Clarity,120,496,10,3,None,High,Seniors,43,Improves cardiovascular health,Walking was very satisfying!,Balance
Yoga,Cardiovascular Fitness,107,173,6,5,Bicycle,Medium,Adults,9,Enhances endurance,Yoga was very satisfying!,Aerobic
Rock Climbing,Flexibility,81,519,9,1,Climbing Gear,High,Adults,32,Boosts flexibility,Rock Climbing was very satisfying!,Aerobic
Zumba,Mental Clarity,62,233,3,1,Weights,Low,Adults,25,Enhances endurance,I did not enjoy Zumba.,Mixed
Swimming,Flexibility,117,300,1,3,Swimming Costume,Medium,Teens,31,Promotes mental clarity,I did not enjoy Swimming.,Balance
Cycling,Mental Clarity,117,209,5,7,Boxing Gloves,Low,Adults,6,Aids in weight loss,I did not enjoy Cycling.,Strength
Meditation,Overall Fitness,116,252,6,1,None,High,Adults,20,Aids in weight loss,Meditation was very satisfying!,Aerobic
Yoga,Muscle Gain,69,228,7,7,Yoga Mat,Medium,Teens,5,Improves mood,Yoga was very satisfying!,Flexibility
Weight Lifting,Mental Clarity,60,418,3,4,Weights,Medium,Adults,44,Boosts flexibility,I did not enjoy Weight Lifting.,Balance
Swimming,Weight Loss,58,269,3,6,None,Medium,Teens,20,Improves cardiovascular health,I did not enjoy Swimming.,Balance
Swimming,Mental Clarity,71,220,4,7,Bicycle,Low,Adults,38,Improves cardiovascular health,I did not enjoy Swimming.,Flexibility
Yoga,Overall Fitness,60,418,9,2,Climbing Gear,High,Teens,32,Improves mood,Yoga was very satisfying!,Flexibility
Walking,Muscle Gain,64,195,7,7,None,Medium,Teens,17,Enhances muscle strength,Walking was very satisfying!,Aerobic
Walking,Overall Fitness,29,215,1,5,None,Medium,Seniors,6,Enhances endurance,I did not enjoy Walking.,Flexibility
Meditation,Overall Fitness,37,249,3,4,None,Low,Adults,42,Promotes mental clarity,I did not enjoy Meditation.,Balance
Weight Lifting,Overall Fitness,111,249,10,5,Swimming Costume,Low,Seniors,31,Aids in weight loss,Weight Lifting was very satisfying!,Flexibility
Zumba,Mental Clarity,102,450,1,1,Bicycle,Medium,Adults,27,Aids in weight loss,I did not enjoy Zumba.,Flexibility
Pilates,Overall Fitness,59,525,9,3,Climbing Gear,High,Teens,31,Aids in weight loss,Pilates was very satisfying!,Balance
Swimming,Overall Fitness,54,592,10,6,Weights,Medium,Adults,5,Improves cardiovascular health,Swimming was very satisfying!,Mixed
Dance,Muscle Gain,97,155,10,5,Climbing Gear,Low,Seniors,22,Enhances endurance,Dance was very satisfying!,Flexibility
Walking,Flexibility,112,560,1,4,None,Medium,Teens,5,Increases balance,I did not enjoy Walking.,Aerobic
HIIT,Weight Loss,40,164,3,4,Bicycle,High,Adults,18,Improves mood,I did not enjoy HIIT.,Mixed
Meditation,Muscle Gain,70,563,8,2,None,Medium,Seniors,47,Increases balance,Meditation was very satisfying!,Balance
Swimming,Flexibility,86,361,3,7,None,Medium,Seniors,6,Improves cardiovascular health,I did not enjoy Swimming.,Flexibility
Dance,Overall Fitness,79,170,3,7,Yoga Mat,High,Seniors,23,Enhances muscle strength,I did not enjoy Dance.,Strength
Swimming,Flexibility,35,375,4,2,Weights,Medium,Seniors,8,Increases balance,I did not enjoy Swimming.,Flexibility
Kickboxing,Overall Fitness,75,358,1,3,Yoga Mat,Medium,Teens,41,Enhances muscle strength,I did not enjoy Kickboxing.,Flexibility
Rock Climbing,Weight Loss,26,550,1,3,None,Low,Adults,46,Enhances muscle strength,I did not enjoy Rock Climbing.,Aerobic
Pilates,Cardiovascular Fitness,56,290,4,7,None,Low,Teens,31,Boosts flexibility,I did not enjoy Pilates.,Balance
HIIT,Cardiovascular Fitness,79,536,4,1,None,Low,Seniors,45,Increases balance,I did not enjoy HIIT.,Balance
Dance,Flexibility,71,240,6,1,Yoga Mat,Medium,Adults,14,Increases balance,Dance was very satisfying!,Flexibility
Pilates,Flexibility,35,253,5,4,Swimming Costume,Low,Adults,40,Improves cardiovascular health,I did not enjoy Pilates.,Balance
Running,Cardiovascular Fitness,75,549,1,3,Climbing Gear,High,Seniors,14,Aids in weight loss,I did not enjoy Running.,Balance
Running,Muscle Gain,100,522,9,2,Weights,High,Adults,28,Promotes mental clarity,Running was very satisfying!,Strength
Pilates,Mental Clarity,118,305,7,2,"Mat, Reformer",High,Seniors,41,Improves cardiovascular health,Pilates was very satisfying!,Balance
Meditation,Weight Loss,76,249,8,6,None,High,Adults,9,Promotes mental clarity,Meditation was very satisfying!,Mixed
Yoga,Mental Clarity,82,545,7,6,Weights,Medium,Teens,32,Improves mood,Yoga was very satisfying!,Strength
